"StimulusNo","ImageCode","Description","Valence","Arousal","Dominance1","Cluster","MembershipUncertainty","Under75thQuantile"
192,"2655.0","Child",6.88,4.57,6.14,5,0.126794725,TRUE
193,"8531.0","SportCar",7.03,5.41,6.77,5,0.128736401,TRUE
194,"1722.0","Jaguars",7.04,5.22,6.12,5,0.130093373,TRUE
195,"5621.0","SkyDivers",7.57,6.99,5.81,5,0.132288684,TRUE
196,"4597.0","Romance",6.95,5.91,5.64,5,0.133748326,TRUE
197,"7390.0","IceCream",6.84,4.56,6.02,5,0.133817811,TRUE
198,"1900.0","Fish",6.65,3.46,6.07,5,0.137838517,TRUE
199,"2521.0","ManW/Dog",5.78,4.1,5.43,5,0.138534994,TRUE
200,"2300.0","AttractiveFem",7.04,5.55,5.89,5,0.139441892,TRUE
201,"7400.0","Candy",7,5.06,6.07,5,0.141429575,TRUE
202,"7220.0","Pastry",6.91,5.3,5.8,5,0.141880255,TRUE
203,"7495.0","Store",5.9,3.82,6.04,5,0.144229736,TRUE
204,"2600.0","Beer",5.84,4.16,5.84,5,0.14895508,TRUE
205,"2488.0","Musician",5.73,3.91,5.4,5,0.159396149,TRUE
206,"4150.0","AttractiveFem",6.53,4.86,5.45,5,0.161398121,TRUE
207,"8200.0","WaterSkier",7.54,6.35,6.17,5,0.161525259,TRUE
208,"2018.0","VeiledWoman",5.56,4.92,5.5,5,0.164141888,TRUE
209,"4600.0","Romance",6.41,4.83,5.33,5,0.166011591,TRUE
210,"6910.0","Bomber",5.31,5.62,5.1,5,0.167935691,TRUE
211,"7503.0","CardDealer",5.77,4.21,5.59,5,0.17447622,TRUE
212,"4640.0","Romance",7.18,5.52,6.03,5,0.174692012,TRUE
213,"4750.0","NudeFemale",5.57,4.9,5.48,5,0.17539004,TRUE
214,"7620.0","Jet",5.78,4.92,5.07,5,0.175616764,TRUE
215,"7351.0","Pizza",5.82,4.25,6,5,0.177342597,TRUE
216,"1660.0","Gorilla",6.49,4.57,5.46,5,0.177556158,TRUE
217,"1601.0","Giraffes",6.86,3.92,6.24,5,0.177638915,TRUE
218,"5199.0","Garden",6.93,4.7,5.99,5,0.177756864,TRUE
219,"1640.0","Coyote",6.215,5.155,5.065,5,0.183947788,TRUE
220,"8232.0","Boxer",5.07,5.1,5.57,5,0.186042591,TRUE
221,"4460.0","EroticMale",5.6,4.94,5.34,5,0.188149599,TRUE
222,"8120.0","Athlete",7.09,4.85,6.23,5,0.192963495,TRUE
223,"2208.0","Bride",7.35,5.68,6.21,5,0.197549219,TRUE
224,"4603.0","Romance",7.1,4.89,6.2,5,0.197634994,TRUE
225,"4641.0","Romance",7.2,5.43,6.01,5,0.208269482,TRUE
226,"5800.0","Leaves",6.36,2.51,5.72,5,0.209678591,TRUE
227,"8040.0","Diver",6.64,5.61,5.31,5,0.209956445,TRUE
228,"8080.0","Sailing",7.73,6.65,5.91,5,0.210452165,TRUE
229,"2384.0","Fisherman",5.92,3.41,6.32,5,0.211502064,TRUE
230,"7350.0","Pizza",7.1,4.97,6.72,5,0.21295369,TRUE
231,"4005.0","EroticFemale",5.43,5.02,5.39,5,0.216123852,TRUE
232,"2036.0","Woman",5.8,3.24,6.1,5,0.217271808,TRUE
233,"7410.0","Candy",6.91,4.55,5.92,5,0.220013702,TRUE
234,"1510.0","Dog",7.01,4.28,6.29,5,0.222156586,FALSE
235,"5720.0","Farmland",6.31,2.79,5.58,5,0.234598143,FALSE
236,"4275.0","AttractiveFem",5.7,4.41,5.67,5,0.23476,FALSE
237,"8185.0","Skydivers",7.57,7.27,5.47,5,0.235311502,FALSE
238,"7545.0","Ocean",6.84,3.28,6.75,5,0.241004455,FALSE
239,"4650.0","EroticCouple",6.96,5.67,5.56,5,0.242504951,FALSE
240,"7230.0","Turkey",7.38,5.52,6.21,5,0.243331293,FALSE
241,"2518.0","Quilting",5.67,3.31,5.8,5,0.245582078,FALSE
242,"2075.0","Baby",7.32,5.27,6.42,5,0.249237549,FALSE
243,"8502.0","Money",7.51,5.78,6.4,5,0.250673773,FALSE
244,"1603.0","Butterfly",6.9,3.37,6.57,5,0.255531863,FALSE
245,"8501.0","Money",7.91,6.44,6.05,5,0.258318233,FALSE
246,"1340.0","Women",7.13,4.75,6.13,5,0.260192732,FALSE
247,"4500.0","AttractiveMan",5.7,3.68,5.72,5,0.266107801,FALSE
248,"8470.0","Gymnast",7.74,6.14,6.17,5,0.267272755,FALSE
249,"2216.0","Children",7.57,5.83,6.41,5,0.268806685,FALSE
250,"4614.0","Romance",7.15,4.67,6.62,5,0.269744894,FALSE
251,"2030.0","Woman",6.71,4.54,5.6,5,0.269798539,FALSE
252,"7260.0","Torte",7.21,5.11,6.03,5,0.27477154,FALSE
253,"2391.0","Boy",7.11,4.63,6.11,5,0.276389998,FALSE
254,"8496.0","WaterSlide",7.58,5.79,6.33,5,0.276626494,FALSE
255,"7405.0","Cupcakes",7.38,6.28,5.67,5,0.28272034,FALSE
256,"2345.0","Children",7.41,5.42,6.51,5,0.2840123,FALSE
257,"1313.0","Frog",5.65,4.39,5.91,5,0.28402233,FALSE
258,"8461.0","HappyTeens",7.22,4.69,6.36,5,0.294303914,FALSE
259,"8325.0","RaceCars",5.63,4.47,5.53,5,0.297126003,FALSE
260,"2352.1","Kiss",7.27,5.16,6.04,5,0.300169576,FALSE
261,"8490.0","RollerCoaster",7.2,6.68,5.37,5,0.307632313,FALSE
262,"1410.0","Ferret",7,4.17,6.05,5,0.307979981,FALSE
263,"4220.0","EroticFemale",7.31,6.175,5.615,5,0.313339051,FALSE
264,"7470.0","Pancakes",7.08,4.64,5.96,5,0.317812317,FALSE
265,"1740.0","Owl",6.91,4.27,5.85,5,0.324523104,FALSE
266,"2489.0","Musician",5.66,3.8,5.67,5,0.335605153,FALSE
267,"2351.0","NursingBaby",5.49,4.74,5.41,5,0.343898744,FALSE
268,"4534.0","MaleDancer",5.7,4.16,6.08,5,0.348346573,FALSE
269,"2158.0","Children",7.31,5,6.08,5,0.350104777,FALSE
270,"1812.0","Elephants",6.83,3.6,5.91,5,0.354764077,FALSE
271,"8210.0","Boat",7.53,5.94,5.82,5,0.362107667,FALSE
272,"7510.0","Skyscraper",6.05,4.52,4.96,5,0.36249413,FALSE
273,"5201.0","Nature",7.06,3.83,6.73,5,0.364088625,FALSE
274,"7500.0","Building",5.33,3.26,5.17,5,0.365802645,FALSE
275,"7190.0","Clock",5.55,3.84,5.3,5,0.367381508,FALSE
276,"7325.0","Watermelon",7.06,3.55,6.56,5,0.373302871,FALSE
277,"2209.0","Bride",7.64,5.59,6.53,5,0.37451667,FALSE
278,"8330.0","Winner",6.65,4.06,5.56,5,0.374570967,FALSE
279,"7270.0","IceCream",7.53,5.76,5.88,5,0.378041079,FALSE
280,"8350.0","TennisPlayer",7.18,5.18,5.78,5,0.380236876,FALSE
281,"2331.0","Chef",7.24,4.3,6.37,5,0.387101684,FALSE
282,"7430.0","Candy",7.11,4.72,5.86,5,0.388124783,FALSE
283,"7280.0","Wines",7.2,4.46,6.1,5,0.389370074,FALSE
284,"7502.0","Castle",7.75,5.91,6.64,5,0.389462087,FALSE
285,"7480.0","Pasta",7.08,4.55,5.88,5,0.391992859,FALSE
286,"4616.0","Romance",6.86,4.43,5.66,5,0.401070259,FALSE
287,"2020.0","Adult",5.68,3.34,5.99,5,0.402027098,FALSE
288,"5001.0","Sunflower",7.16,3.79,6.49,5,0.4169743,FALSE
289,"8300.0","Pilot",7.02,6.14,5.31,5,0.422864079,FALSE
290,"8170.0","Sailboat",7.63,6.12,5.72,5,0.425082973,FALSE
291,"1630.0","Fawn",7.26,4.45,6.12,5,0.430585188,FALSE
292,"1463.0","Kittens",7.45,4.79,6.43,5,0.430962861,FALSE
293,"5725.0","Field",7.09,3.55,6.23,5,0.442813791,FALSE
294,"8420.0","Tubing",7.76,5.56,6.05,5,0.44904628,FALSE
295,"8380.0","Athletes",7.56,5.74,5.8,5,0.451632192,FALSE
296,"8497.0","CarnivalRide",7.26,4.19,6.22,5,0.454622282,FALSE
297,"2347.0","Children",7.83,5.56,6.54,5,0.456413433,FALSE
298,"2160.0","Father",7.58,5.16,6.12,5,0.457021866,FALSE
299,"1999.0","Mickey",7.43,4.77,6.64,5,0.465028809,FALSE
300,"2310.0","Mother",7.06,4.16,5.89,5,0.468209832,FALSE
301,"3550.2","Coach",4.92,5.13,5.38,5,0.476664315,FALSE
302,"2382.0","Artist",5.67,3.75,5.97,5,0.479792108,FALSE
303,"1604.0","Butterfly",7.11,3.3,6.69,5,0.483203597,FALSE
304,"2045.0","Baby",7.87,5.47,6.1,5,0.484841299,FALSE
305,"2273.0","Boy",5.41,3.52,5.31,5,0.489321351,FALSE
306,"1903.0","Shrimp",5.5,4.25,6.01,5,0.490503617,FALSE
307,"1540.0","Cat",7.15,4.54,7.01,5,0.493235752,FALSE
308,"7183.0","Checkerboard",5.58,3.78,5.71,5,0.506080704,FALSE
309,"7077.0","Stove",5.12,4.61,5.6,5,0.516598283,FALSE
310,"2220.0","MaleFace",5.03,4.93,5.32,5,0.552986319,FALSE
311,"7476.0","Ramen",4.99,4.63,5.45,5,0.658077897,FALSE
